BlotatoId,OriginalSlotUTC,Platform,AccountId,Handle,Lane,MediaUrls,Text,TargetJSON,Status
4056448,2026-10-13 15:00,instagram,45886,thegentlemuse2026,cesa,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/77e3abf3-84e0-43ea-a7e9-dd71c70b7d04.mp4,"She doesn't move out of the way anymore. So I move the room.

She's 19. She picked her spot in the kitchen years ago and she has no intention of renegotiating it.

She used to get up when I walked through. Now she doesn't, and I decided that's my problem to solve, not hers. So I taped out her spot on the floor before I moved the counter around. The path I walk carrying something hot is never the 3 feet where she sleeps.

That's most of what senior dog care has actually been for me. Not heroics. Just moving the furniture instead of asking her to move.

Comment CESA and I'll send you what I wrote about her.

#seniordog #dogmom #chihuahua #cesasgoldenyears","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4226351,2026-10-14 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/f654b808-9e98-4faa-b56c-7613082b8fc6.mp4,"Goosebumps was dismissed by every serious critic who looked at it.

Books in 1992, television by 1995, and R.L. Stine writing at roughly one a month. Fast, cheap, and for children.

It taught a whole generation that a chapter ending on a hook is worth staying up for.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4137921,2026-10-15 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/fc6a90d5-21a1-42d4-83fd-a15b0ae25cf1.mp4,"Nightmare used to name one specific thing.

A mare was a spirit people believed sat on a sleeper's chest. The weight, the not being able to move, the certainty something is in the room. We call it sleep paralysis now.

They had a word for it before they had an explanation.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4137926,2026-10-15 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/03a4043b-c8e1-47f2-b483-80542d9ecec0.mp4,"Nightmare used to name one specific thing.

A mare was a spirit believed to sit on a sleeper's chest. The weight, the not being able to move. We call it sleep paralysis now.

They had a word for it before they had an explanation.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #history #etymology","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4137928,2026-10-17 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/29c02be7-545e-4fca-afd5-03cf99ad622b.mp4,"Victorians were frightened enough of being buried alive to patent a way out.

Safety coffins came with bells, ropes and breathing tubes. Christian Eisenbrandt patented one in the United States in 1843.

A whole industry grew around a fear nobody would say out loud.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4137929,2026-10-17 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/0e9d2345-c126-4eeb-9488-432f8c7cf4d1.mp4,"Victorians were frightened enough of being buried alive to patent a way out.

Safety coffins came with bells, ropes and breathing tubes. Christian Eisenbrandt patented one in 1843.

A whole industry grew around a fear nobody would say out loud.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #history #victorian","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4137931,2026-10-18 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b57bda93-78b9-460b-b88f-b5cfa0b46b01.mp4,"Nightmare used to name one specific thing.

A mare was a spirit people believed sat on a sleeper's chest. The weight, the not being able to move, the certainty something is in the room. We call it sleep paralysis now.

They had a word for it before they had an explanation.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4137932,2026-10-18 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/8f1481d7-bfb1-44a3-84da-fde5840280be.mp4,"Nightmare used to name one specific thing.

A mare was a spirit believed to sit on a sleeper's chest. The weight, the not being able to move. We call it sleep paralysis now.

They had a word for it before they had an explanation.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #history #etymology","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",in-reservoir
4137933,2026-10-25 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/d4f08e8c-a397-4ec2-9bad-c144b46f4135.mp4,"They put a stone in the child's mouth.

A Roman era grave excavated at Lugnano in Italy held a stone placed deliberately, one of a set of burials archaeologists read as meant to stop the dead returning.

Every generation does something physical about a fear it cannot argue with. Ours is just quieter.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4137934,2026-10-25 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/bd7f6736-0d34-4855-9906-836cd66d702a.mp4,"They put a stone in the child's mouth.

A Roman era grave at Lugnano in Italy held a stone placed deliberately, one of a set of burials read as meant to stop the dead returning.

Every generation does something physical about a fear it cannot argue with.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #archaeology #history","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":true,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",reloaded
4137935,2026-10-30 15:00,instagram,45886,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/88134677-b90c-4523-9fe2-2d94b25483d9.mp4,"Sarah Winchester built for more than 35 years and never said why.

No blueprints. No interviews. Every theory about that house was written after she died, by people who needed a reason for it.

She did not owe anyone the explanation.

Comment SEASONAL and I'll send you the weekly note.","{""mediaType"":""reel"",""targetType"":""instagram""}",in-reservoir
4137936,2026-10-30 15:00,tiktok,41488,thegentlemuse2026,halloween,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/90928cc4-9051-4797-820e-5a5f8646c7d1.mp4,"Sarah Winchester built for more than 35 years and never said why.

No blueprints. No interviews. Every theory was written after she died, by people who needed a reason.

She did not owe anyone the explanation.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #history #womeninhistory","{""targetType"":""tiktok"",""isYourBrand"":false,""disabledDuet"":false,""privacyLevel"":""PUBLIC_TO_EVERYONE"",""isAiGenerated"":false,""disabledStitch"":false,""disabledComments"":false,""isBrandedContent"":false}",in-reservoir
4022480,2026-12-01 16:00,instagram,45886,thegentlemuse2026,cesa,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/4465b71a-a149-4ce9-a745-64c1037ad26a.mp4,"Rudolph was an ad.

Robert L. May wrote him in 1939 as a free giveaway booklet for Montgomery Ward. He was in debt. His wife was dying. That was the year he wrote it.

The most cheerful character of the season came out of the worst year of a man's life.

It was always about being the one who doesn't fit.

Comment CESA and follow @cesasgoldenyears. I'll send you the 15 pages on what actually keeps her comfortable, free.

#christmas #rudolph #seniordog #history #gentlemuse","{""mediaType"":""reel"",""targetType"":""instagram"",""shareToFeed"":true}",reloaded
