Slug,FactID,Platform,AccountId,SlotUTC,Status,MediaUrl,Text,Waiting
trackA-hal-007,HAL-007,instagram,45886,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/2acb99e6-c069-4ece-980d-9ed0569ca477.mp4,"The panic was a story about a story.

In 1938 Orson Welles read War of the Worlds on the radio and America supposedly lost its mind. It did not. The audience that night was small, and researchers who went back to the ratings found no evidence of mass hysteria.

Newspapers were losing advertising to radio and had every reason to make radio look dangerous.

So they wrote the panic.

Comment SEASONAL and I'll send you the weekly note.",
trackA-hal-007,HAL-007,tiktok,41488,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/2acb99e6-c069-4ece-980d-9ed0569ca477.mp4,"The panic was a story about a story.

In 1938 Orson Welles read War of the Worlds on the radio. America supposedly lost its mind. It did not. The audience was small.

Newspapers were losing ad money to radio and had every reason to make radio look dangerous.

So they wrote the panic.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #history #radio",
trackA-hal-007,HAL-007,facebook,30840,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/2acb99e6-c069-4ece-980d-9ed0569ca477.mp4,"The panic was a story about a story.

In 1938 Orson Welles read War of the Worlds on the radio and America supposedly lost its mind. It did not. The audience that night was small, and researchers who went back to the ratings found no evidence of mass hysteria.

Newspapers were losing advertising to radio and had every reason to make radio look dangerous.

So they wrote the panic.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
trackA-hal-007,HAL-007,youtube,36129,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/2acb99e6-c069-4ece-980d-9ed0569ca477.mp4,"The panic was a story about a story.

In 1938 Orson Welles read War of the Worlds on the radio and America supposedly lost its mind. It did not. The audience that night was small, and researchers who went back to the ratings found no evidence of mass hysteria.

Newspapers were losing advertising to radio and had every reason to make radio look dangerous.

So they wrote the panic.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
trackA-hal-020,HAL-020,instagram,45886,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/1c247fa9-edeb-48aa-a2fe-298efe46722e.mp4,"Not 1 confirmed case.

No child has ever been killed by a stranger's poisoned Halloween candy. Joel Best, a sociologist at the University of Delaware, has tracked every reported case since 1958. None of them hold up.

The fear rewrote how a generation of parents ran the night. Hospitals x-rayed candy. Neighbourhoods went quiet.

A fear that changed how a country parents has nothing behind it.

Comment SEASONAL and I'll send you the weekly note.",
trackA-hal-020,HAL-020,tiktok,41488,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/1c247fa9-edeb-48aa-a2fe-298efe46722e.mp4,"Not 1 confirmed case.

No child has been killed by a stranger's poisoned Halloween candy. A sociologist named Joel Best has tracked every report since 1958. None of them hold up.

A fear that changed how a country parents has nothing behind it.

Follow for the real one, every season. The note is in my bio.

#LearnOnTikTok #halloween #history",
trackA-hal-020,HAL-020,facebook,30840,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/1c247fa9-edeb-48aa-a2fe-298efe46722e.mp4,"Not 1 confirmed case.

No child has ever been killed by a stranger's poisoned Halloween candy. Joel Best, a sociologist at the University of Delaware, has tracked every reported case since 1958. None of them hold up.

The fear rewrote how a generation of parents ran the night. Hospitals x-rayed candy. Neighbourhoods went quiet.

A fear that changed how a country parents has nothing behind it.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
trackA-hal-020,HAL-020,youtube,36129,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/1c247fa9-edeb-48aa-a2fe-298efe46722e.mp4,"Not 1 confirmed case.

No child has ever been killed by a stranger's poisoned Halloween candy. Joel Best, a sociologist at the University of Delaware, has tracked every reported case since 1958. None of them hold up.

The fear rewrote how a generation of parents ran the night. Hospitals x-rayed candy. Neighbourhoods went quiet.

A fear that changed how a country parents has nothing behind it.

Comment SEASONAL and I'll send you the weekly note.

https://consider-this.subscribepage.io",
snick-slide-1,HAL-015,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/91fa733b-4716-45f4-9099-8aaeb726e96d.jpg,"Somebody decided children deserved their own night

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids, in the slot adults had always owned.

1 true thing about the season every week, then back to your life.",
snick-slide-2,HAL-015,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/41e89e80-e9d9-45f3-8ebd-4af6fc3f6782.jpg,"Somebody decided children deserved their own night

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids, in the slot adults had always owned.

1 true thing about the season every week, then back to your life.",
snick-slide-3,HAL-015,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/c803d036-e76e-4bc1-a23a-061f9a65b006.jpg,"Somebody decided children deserved their own night

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids, in the slot adults had always owned.

1 true thing about the season every week, then back to your life.",
snick-slide-4,HAL-015,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e6588109-74ac-4cbe-8504-73063d23d62d.jpg,"Somebody decided children deserved their own night

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids, in the slot adults had always owned.

1 true thing about the season every week, then back to your life.",
snick-slide-5,HAL-015,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/0b6985b7-e897-42d5-a5d3-39f5d97e1204.jpg,"Somebody decided children deserved their own night

Nickelodeon launched SNICK in August 1992. 2 hours on a Saturday, programmed entirely for kids, in the slot adults had always owned.

1 true thing about the season every week, then back to your life.",
turnip-slide-1,HAL-002,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/971b37db-6f7a-439e-8e01-64ad75c585c3.jpg,"Jack o lanterns were turnips

Ireland and Scotland carved turnips and beets for centuries before anyone reached for a pumpkin. The ritual mattered. The turnip did not.

1 true thing about the season every week, then back to your life.",
turnip-slide-2,HAL-002,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/5beabe46-ca6a-46cd-a47e-aa937d0fc3e6.jpg,"Jack o lanterns were turnips

Ireland and Scotland carved turnips and beets for centuries before anyone reached for a pumpkin. The ritual mattered. The turnip did not.

1 true thing about the season every week, then back to your life.",
turnip-slide-3,HAL-002,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/0e0b4a9f-8b16-459b-9c13-10777b307484.jpg,"Jack o lanterns were turnips

Ireland and Scotland carved turnips and beets for centuries before anyone reached for a pumpkin. The ritual mattered. The turnip did not.

1 true thing about the season every week, then back to your life.",
turnip-slide-4,HAL-002,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/492087e6-dd85-43cd-a249-fc8da87728c5.jpg,"Jack o lanterns were turnips

Ireland and Scotland carved turnips and beets for centuries before anyone reached for a pumpkin. The ritual mattered. The turnip did not.

1 true thing about the season every week, then back to your life.",
turnip-slide-5,HAL-002,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b325ee70-f4fd-467a-b4c5-e8316654a853.jpg,"Jack o lanterns were turnips

Ireland and Scotland carved turnips and beets for centuries before anyone reached for a pumpkin. The ritual mattered. The turnip did not.

1 true thing about the season every week, then back to your life.",
casper-slide-1,HAL-012,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e71eedbe-bcc4-4568-b6b3-5675cd359a14.jpg,"Casper was built out of nothing at all

1995, the first feature to carry a fully computer generated character in a leading role. A film about a ghost nobody could touch, and they built him from air.

1 true thing about the season every week, then back to your life.",
casper-slide-2,HAL-012,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/f1dcf405-f495-471d-b8bf-5280225e0d1b.jpg,"Casper was built out of nothing at all

1995, the first feature to carry a fully computer generated character in a leading role. A film about a ghost nobody could touch, and they built him from air.

1 true thing about the season every week, then back to your life.",
casper-slide-3,HAL-012,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/de6a1778-da51-4f1b-86ec-a7469954959e.jpg,"Casper was built out of nothing at all

1995, the first feature to carry a fully computer generated character in a leading role. A film about a ghost nobody could touch, and they built him from air.

1 true thing about the season every week, then back to your life.",
casper-slide-4,HAL-012,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b6b18361-19ad-41d8-a564-a5de78dadc24.jpg,"Casper was built out of nothing at all

1995, the first feature to carry a fully computer generated character in a leading role. A film about a ghost nobody could touch, and they built him from air.

1 true thing about the season every week, then back to your life.",
casper-slide-5,HAL-012,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/65a0fb40-fd5d-4bd7-a85a-a4481c33ec07.jpg,"Casper was built out of nothing at all

1995, the first feature to carry a fully computer generated character in a leading role. A film about a ghost nobody could touch, and they built him from air.

1 true thing about the season every week, then back to your life.",
casper-tall-1,HAL-012,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/0f0434cb-3a01-4e43-b970-9a35558301a0.jpg,"Casper was built out of nothing at all

1995, the first feature to carry a fully computer generated character in a leading role. A film about a ghost nobody could touch, and they built him from air.

1 true thing about the season every week, then back to your life.",
casper-tall-2,HAL-012,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/44109050-074f-4fd4-92f3-f654ed78c36e.jpg,"Casper was built out of nothing at all

1995, the first feature to carry a fully computer generated character in a leading role. A film about a ghost nobody could touch, and they built him from air.

1 true thing about the season every week, then back to your life.",
casper-tall-3,HAL-012,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/59cb0a60-9b01-4a7a-82c2-d40414491227.jpg,"Casper was built out of nothing at all

1995, the first feature to carry a fully computer generated character in a leading role. A film about a ghost nobody could touch, and they built him from air.

1 true thing about the season every week, then back to your life.",
casper-tall-4,HAL-012,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/772dec35-4817-4aad-967f-27a725f6db0c.jpg,"Casper was built out of nothing at all

1995, the first feature to carry a fully computer generated character in a leading role. A film about a ghost nobody could touch, and they built him from air.

1 true thing about the season every week, then back to your life.",
casper-tall-5,HAL-012,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/15a9c529-daee-4068-b2fd-a8a7fdf2ed0b.jpg,"Casper was built out of nothing at all

1995, the first feature to carry a fully computer generated character in a leading role. A film about a ghost nobody could touch, and they built him from air.

1 true thing about the season every week, then back to your life.",
coffinbell-slide-1,HAL-005,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/6144ea1a-2d3d-4f5a-a07a-f63e0de0326b.jpg,"They patented a way out of the grave

Victorian safety coffins came with bells, ropes and breathing tubes. Christian Eisenbrandt patented one in 1843. A whole industry grew around a fear nobody would say out loud.

1 true thing about the season every week, then back to your life.",
coffinbell-slide-2,HAL-005,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/ce07d919-514c-4697-b600-c8e3f5d124cc.jpg,"They patented a way out of the grave

Victorian safety coffins came with bells, ropes and breathing tubes. Christian Eisenbrandt patented one in 1843. A whole industry grew around a fear nobody would say out loud.

1 true thing about the season every week, then back to your life.",
coffinbell-slide-3,HAL-005,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/9fbcb85f-a72e-4b1b-b31f-7a0333e5224f.jpg,"They patented a way out of the grave

Victorian safety coffins came with bells, ropes and breathing tubes. Christian Eisenbrandt patented one in 1843. A whole industry grew around a fear nobody would say out loud.

1 true thing about the season every week, then back to your life.",
coffinbell-slide-4,HAL-005,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/d8cc0592-114b-43d6-a8d4-0ce5b099c80a.jpg,"They patented a way out of the grave

Victorian safety coffins came with bells, ropes and breathing tubes. Christian Eisenbrandt patented one in 1843. A whole industry grew around a fear nobody would say out loud.

1 true thing about the season every week, then back to your life.",
coffinbell-slide-5,HAL-005,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/e3de884e-2c71-4495-8ea1-c33332419e91.jpg,"They patented a way out of the grave

Victorian safety coffins came with bells, ropes and breathing tubes. Christian Eisenbrandt patented one in 1843. A whole industry grew around a fear nobody would say out loud.

1 true thing about the season every week, then back to your life.",
coffinbell-tall-1,HAL-005,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/376656c7-c773-4b72-8a6c-8873f59f41c9.jpg,"They patented a way out of the grave

Victorian safety coffins came with bells, ropes and breathing tubes. Christian Eisenbrandt patented one in 1843. A whole industry grew around a fear nobody would say out loud.

1 true thing about the season every week, then back to your life.",
coffinbell-tall-2,HAL-005,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/a908e6c7-5d23-4584-abcf-95fbb8e9116f.jpg,"They patented a way out of the grave

Victorian safety coffins came with bells, ropes and breathing tubes. Christian Eisenbrandt patented one in 1843. A whole industry grew around a fear nobody would say out loud.

1 true thing about the season every week, then back to your life.",
coffinbell-tall-3,HAL-005,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/99ae7802-fdb9-491e-b9b2-9ecb72d5f1d0.jpg,"They patented a way out of the grave

Victorian safety coffins came with bells, ropes and breathing tubes. Christian Eisenbrandt patented one in 1843. A whole industry grew around a fear nobody would say out loud.

1 true thing about the season every week, then back to your life.",
coffinbell-tall-4,HAL-005,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/1765f28a-792c-447a-b0a0-dbef8c507631.jpg,"They patented a way out of the grave

Victorian safety coffins came with bells, ropes and breathing tubes. Christian Eisenbrandt patented one in 1843. A whole industry grew around a fear nobody would say out loud.

1 true thing about the season every week, then back to your life.",
coffinbell-tall-5,HAL-005,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/9dafca5a-2d41-4075-84fd-fae56f04e87b.jpg,"They patented a way out of the grave

Victorian safety coffins came with bells, ropes and breathing tubes. Christian Eisenbrandt patented one in 1843. A whole industry grew around a fear nobody would say out loud.

1 true thing about the season every week, then back to your life.",
lugnano-slide-1,HAL-018,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/cf1cd074-5652-4ef8-8891-bd386ef9e100.jpg,"They put a stone in the child's mouth

A Roman era grave at Lugnano in Italy held a stone placed deliberately, one of a set of burials read as meant to stop the dead returning. Every generation does something physical about a fear it cannot argue with.

1 true thing about the season every week, then back to your life.",
lugnano-slide-2,HAL-018,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/54d2e326-3473-4bf7-8ce2-bec709e9c861.jpg,"They put a stone in the child's mouth

A Roman era grave at Lugnano in Italy held a stone placed deliberately, one of a set of burials read as meant to stop the dead returning. Every generation does something physical about a fear it cannot argue with.

1 true thing about the season every week, then back to your life.",
lugnano-slide-3,HAL-018,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/d44f5db2-084f-4ea9-ad65-c6911e83ac3b.jpg,"They put a stone in the child's mouth

A Roman era grave at Lugnano in Italy held a stone placed deliberately, one of a set of burials read as meant to stop the dead returning. Every generation does something physical about a fear it cannot argue with.

1 true thing about the season every week, then back to your life.",
lugnano-slide-4,HAL-018,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/48fe21b4-258e-4023-9e00-5aced31b2672.jpg,"They put a stone in the child's mouth

A Roman era grave at Lugnano in Italy held a stone placed deliberately, one of a set of burials read as meant to stop the dead returning. Every generation does something physical about a fear it cannot argue with.

1 true thing about the season every week, then back to your life.",
lugnano-slide-5,HAL-018,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/ba172bf0-31f0-4e98-babc-ed15f5f710d2.jpg,"They put a stone in the child's mouth

A Roman era grave at Lugnano in Italy held a stone placed deliberately, one of a set of burials read as meant to stop the dead returning. Every generation does something physical about a fear it cannot argue with.

1 true thing about the season every week, then back to your life.",
lugnano-tall-1,HAL-018,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/8dcc656b-66be-4ce4-b13a-17491469037f.jpg,"They put a stone in the child's mouth

A Roman era grave at Lugnano in Italy held a stone placed deliberately, one of a set of burials read as meant to stop the dead returning. Every generation does something physical about a fear it cannot argue with.

1 true thing about the season every week, then back to your life.",
lugnano-tall-2,HAL-018,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/c585fab5-93e0-45ab-9074-0c22448f18c0.jpg,"They put a stone in the child's mouth

A Roman era grave at Lugnano in Italy held a stone placed deliberately, one of a set of burials read as meant to stop the dead returning. Every generation does something physical about a fear it cannot argue with.

1 true thing about the season every week, then back to your life.",
lugnano-tall-3,HAL-018,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/78cbe062-af1e-46eb-b424-20d34dfe80b4.jpg,"They put a stone in the child's mouth

A Roman era grave at Lugnano in Italy held a stone placed deliberately, one of a set of burials read as meant to stop the dead returning. Every generation does something physical about a fear it cannot argue with.

1 true thing about the season every week, then back to your life.",
lugnano-tall-4,HAL-018,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/341b0131-6949-4f81-b3e5-b31aa7ea7106.jpg,"They put a stone in the child's mouth

A Roman era grave at Lugnano in Italy held a stone placed deliberately, one of a set of burials read as meant to stop the dead returning. Every generation does something physical about a fear it cannot argue with.

1 true thing about the season every week, then back to your life.",
lugnano-tall-5,HAL-018,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/f836f8a0-31ad-46b9-9ade-af1ac0d4d511.jpg,"They put a stone in the child's mouth

A Roman era grave at Lugnano in Italy held a stone placed deliberately, one of a set of burials read as meant to stop the dead returning. Every generation does something physical about a fear it cannot argue with.

1 true thing about the season every week, then back to your life.",
trailer-slide-1,TRL-001,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/1386e04e-cf56-4d77-8186-9990635babe7.jpg,"33 nights, 1 true thing each

The season sells you fear. The real stories are stranger. Where it actually came from, what actually happened, and the detail everyone repeats that is wrong.

1 true thing about the season every week, then back to your life.",
trailer-slide-2,TRL-001,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7ff03625-3bd0-49d2-a10b-610851fc722d.jpg,"33 nights, 1 true thing each

The season sells you fear. The real stories are stranger. Where it actually came from, what actually happened, and the detail everyone repeats that is wrong.

1 true thing about the season every week, then back to your life.",
trailer-slide-3,TRL-001,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/b9b3f652-e976-4278-b97d-871647193d7d.jpg,"33 nights, 1 true thing each

The season sells you fear. The real stories are stranger. Where it actually came from, what actually happened, and the detail everyone repeats that is wrong.

1 true thing about the season every week, then back to your life.",
trailer-slide-4,TRL-001,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/45076ed0-4bfe-4c36-a122-a92c9a4970a1.jpg,"33 nights, 1 true thing each

The season sells you fear. The real stories are stranger. Where it actually came from, what actually happened, and the detail everyone repeats that is wrong.

1 true thing about the season every week, then back to your life.",
trailer-tall-1,TRL-001,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/0c52ebf5-3b79-4f8e-b7c7-6b50a2fa2e4c.jpg,"33 nights, 1 true thing each

The season sells you fear. The real stories are stranger. Where it actually came from, what actually happened, and the detail everyone repeats that is wrong.

1 true thing about the season every week, then back to your life.",
trailer-tall-2,TRL-001,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/d0b01934-57f1-4186-8225-b3f7ab988c2a.jpg,"33 nights, 1 true thing each

The season sells you fear. The real stories are stranger. Where it actually came from, what actually happened, and the detail everyone repeats that is wrong.

1 true thing about the season every week, then back to your life.",
trailer-tall-3,TRL-001,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/7e46d5a7-abe7-4fae-af38-8602f61bbf24.jpg,"33 nights, 1 true thing each

The season sells you fear. The real stories are stranger. Where it actually came from, what actually happened, and the detail everyone repeats that is wrong.

1 true thing about the season every week, then back to your life.",
trailer-tall-4,TRL-001,pinterest,6328,,STAGED,https://database.blotato.io/storage/v1/object/public/public_media/5472a21c-0213-4305-8693-b19295e4d67e/fc4275c4-dc01-4e83-a579-356b9370b2a5.jpg,"33 nights, 1 true thing each

The season sells you fear. The real stories are stranger. Where it actually came from, what actually happened, and the detail everyone repeats that is wrong.

1 true thing about the season every week, then back to your life.",
